x_m	y_m
0.0	0.0
-0.17063227742773632	0.35523312393743983
-0.34077109162337493	0.7107420391673781
-0.5104794445954806	1.0664871331769352
-0.6798202596001048	1.4224287934532247
-0.8488564598933109	1.7785275649883776
-1.0176508899786374	2.1347436777644813
-1.1862665518646567	2.491037755526188
-1.3547662900549113	2.8473700282555914
-1.523213185310479	3.2037011196973375
-1.6916700033824004	3.559991259833512
-1.8601997462792363	3.9162009936562474
-2.0288654160095523	4.2722907874051765
-2.197729778324392	4.628220871062394
-2.366855835232313	4.9839518683725315
-2.5363095813372927	5.339447868190714
-2.7061664615445964	5.694685323516243
-2.8765039683247515	6.049642656161177
-3.047399436643281	6.40429852419512
-3.218930122713188	6.758631506935157
-3.3911735190050094	7.11262018369838
-3.564206960484261	7.466243055049352
-3.738107703363951	7.819478700305172
-3.9129532401146125	8.172305777535438
-4.088820905701766	8.524702866057227
-4.265788035090926	8.876648387682613
-4.443931963247608	9.228121157986218
-4.623330103889837	9.579099520027594
-4.804059791983132	9.929562210628845
-4.986132604146566	10.279506158442059
-5.169361818177252	10.628983733886848
-5.353523146924683	10.978057938971792
-5.538392303238368	11.32679169695294
-5.7237449999678045	11.67524777358133
-5.909357186220028	12.023489249618043
-6.095004496092023	12.371578969566613
-6.2804626424333	12.719579777930598
-6.465507495598375	13.067554676718553
-6.649914768436752	13.415566510434033
-6.833460252550444	13.763678202333095
-7.015919660788946	14.1119527544243
-7.197068706001767	14.460452932458685
-7.3766832585434265	14.809241738444818
-7.554616996249024	15.15838516698668
-7.731518288539231	15.50798039868247
-7.908499593380317	15.858143120970427
-8.086679432681882	16.208989100041297
-8.267176249601015	16.560634102085825
-8.451108487294793	16.913193893294746
-8.639594510167802	17.266784476116328
-8.833075804795074	17.621556582856076
-9.01702095790061	17.978440044407932
-9.162249565433935	18.339126149691868
-9.23896900132632	18.705338082394714
-9.224599188202296	19.077993939286326
-9.134237297374801	19.453805803044574
-8.995242659836679	19.828117195216294
-8.834817652826931	20.196319676379815
-8.670402964872165	20.556740070692626
-8.504330379061956	20.91224748962486
-8.337634545881999	21.266101027079706
-8.171201824840319	21.621259493636998
-8.004567103608668	21.977944892624407
-7.836542479315522	22.33491624197822
-7.665934221403547	22.690919407965374
-7.492005363877534	23.04509606697165
-7.315232201922251	23.39763892639077
-7.136290195822047	23.74891324036738
-6.955854805861271	24.099284263046172
-6.774601256066741	24.449117248571792
-6.593205164227827	24.798777293583896
-6.412341754371348	25.148629730979664
-6.232460388323409	25.498923182435398
-6.052938842496898	25.849353584507263
-5.87283775694408	26.199453383539172
-5.691217850469733	26.548755104627556
-5.507139684373606	26.896791115363825
-5.31966381995546	27.24309378333939
-5.127850897267556	27.587195712403197
-4.9308260546684295	27.928643445598585
-4.72827814098827	28.26710842745087
-4.520187468099403	28.602326443286636
-4.30653686795449	28.93403375094752
-4.0873091725062	29.261966765780155
-3.862487056202173	29.58586182437872
-3.632053429747588	29.905455263337334
-3.396059088511853	30.220575087172637
-3.1548683416095042	30.53147125635358
-2.9089355122748253	30.838515010215694
-2.6587150812471108	31.142077666846934
-2.4046613717606458	31.44253054433531
-2.147228864554727	31.74024496076879
-1.8868719616161491	32.03559223423539
-1.6240449861791857	32.328943604070595
-1.359202418983141	32.6206704671149
-1.0927985832622928	32.911143983951256
-0.825287959755941	33.20073555142019
-0.5571248716983714	33.4898164876097
-0.2887637998288763	33.77875811060776
-0.02065914613425029	34.06793165974985
0.24675382425882086	34.35769238761179
0.513370606768625	34.648116211613896
0.7793675282666405	34.93904224037679
1.0449297359055427	35.23030194352757
1.3102423768380111	35.52172694819832
1.5754906769692267	35.81314872401614
1.84085970469936	36.104398898113104
2.106534607181086	36.39530894011632
2.3727006890721034	36.68571047715791
2.639542940020069	36.97543505761743
2.9072466646826767	37.26431415112199
3.1759969314600927	37.55217938480368
3.445978887504997	37.8388622282896
3.7173777587225776	38.12419438746433
3.9903685331916217	38.40801654599873
4.264956723587884	38.69032634131748
4.541007584365547	38.97125064371536
4.818381959838177	39.25092026111259
5.096940930576893	39.52946615893453
5.376545419647777	39.80701914510143
5.657056428869433	40.08371002753363
5.938334881307945	40.359669692903886
6.2202418575344245	40.63502910663753
6.502638201862449	40.909918997902324
6.785384994863127	41.184470332123574
7.068343159602549	41.45881383846908
7.3513736978993105	41.7330804823641
7.634337532819503	42.00740107172897
7.9170959024392555	42.28190641448398
8.199555248775848	42.55668479219361
8.481728802251075	42.831725494516405
8.763644835016287	43.107003635658984
9.045331855480358	43.38249417232295
9.326818057042118	43.6581721399624
9.608132026862963	43.93401273153646
9.889301958341719	44.20999082499422
10.170356359887263	44.48608145578979
10.451323582403456	44.7622598168823
10.732231976794145	45.03850086497332
11.013109972715702	45.31477955676446
11.293985921071984	45.591071085214836
11.574888172766839	45.86735040702607
11.855844921199107	46.14359271515725
12.136833170635658	46.41982210787669
12.417713214122495	46.69617388199778
12.69832896418339	46.97279869107347
12.978524333342124	47.24984750366686
13.258143234122471	47.527471052083364
13.537029815305727	47.80582006862852
13.815027831910669	48.08504544311286
14.09198135396607	48.36529798659437
14.367734293995719	48.646728431378534
14.642130564523383	48.9294875885234
14.915014235577868	49.213726269086955
15.18622914093043	49.49959520537467
15.455619350609867	49.787245365949616
15.723028777139954	50.07682740436477
15.988415051669934	50.36837455417964
16.252573417052943	50.66105416509848
16.516673348073002	50.95364667574051
16.78188605206938	51.24493055591205
17.049382815133846	51.53368451167708
17.32033468710064	51.81868709159451
17.595913032814046	52.09871684422321
17.87814234306686	52.3712703060003
18.181521978863202	52.61509973452645
18.527981836850152	52.795572531929835
18.910504044540886	52.8895554631997
19.30246993830578	52.88752593224623
19.685645083062802	52.79843542195162
20.043953256285885	52.63565406106896
20.361651673579324	52.41252480873512
20.63426199466914	52.14145850937027
20.871021495298923	51.83373157747777
21.081997345170116	51.500551834124174
21.275814440503044	51.15225704263773
21.451488926181433	50.79338980534111
21.604109716884945	50.42612400653996
21.72877446882199	50.052622426435846
21.823433254138777	49.67449382131755
21.891805317658573	49.29222614174142
21.93830576138925	48.906172120202946
21.96734968733867	48.51668441044503
21.983352276267212	48.124115823715684
21.99072870893527	47.72881909251036
21.99389392984568	47.331146870572006
21.997437477817535	46.93178556478397
22.00656442129362	46.53259995584734
22.02661567679772	46.13571486525352
22.062932160853567	45.743255271999004
22.120854868737453	45.35734599757518
22.20572479572564	44.98011202097854
22.3228827795894	44.61367816370053
22.476655247009532	44.2599534653532
22.664925566755702	43.91947525431714
22.883056790997394	43.592244554375014
23.126405829208235	43.278260971764205
23.390329748366856	42.97752427022726
23.67018569420443	42.69003405600155
23.961330812452122	42.4157900140771
24.259940014912292	42.154530213603245
24.564960459269255	41.90510549794372
24.875926009412158	41.6661792007343
25.192370844240127	41.436414655610704
25.51382874888977	41.21447488119861
25.839833823507757	40.9990233686388
26.16991993198318	40.78872313655698
26.503613929231708	40.58232832023373
26.840398490010504	40.3791466850999
27.179739987306977	40.17869453323471
27.521104479098543	39.980488875490025
27.86395810211511	39.78404632895507
28.20776707183908	39.5888839044817
28.551997525000374	39.39451829791168
28.89614796561077	39.2004979423486
29.240093649693335	39.00673904512109
29.58395325728169	38.81339588239761
29.927849799797567	38.62062658921965
30.27190620991019	38.428589300628744
30.61624542028876	38.23744223041887
30.960990363602512	38.04734367113659
31.306263972520647	37.85845160031838
31.652189179712384	37.67092438926324
31.99888891784695	37.48492009426021
32.34648611959355	37.300597007855764
32.69510371762139	37.118113265091445
33.04486464459972	36.93762700100875
33.395891833197744	36.75929650815421
33.74830624727188	36.58327685022139
34.102048349924075	36.40943406918959
34.45673083630663	36.237110345336845
34.811932065477244	36.06559241717367
35.1672300814835	35.8941671807156
35.5222033221356	35.72212137447314
35.876430067738696	35.54874189446185
36.22948844109291	35.37331571544971
36.58114627979667	35.19546466788037
36.931767735459516	35.01586602334586
37.281834064674364	34.83540393628396
37.63182660278668	34.65496287614241
37.98222660638942	34.47542707611147
38.333515410828	34.29768092688637
38.6861743514479	34.12260881916241
39.04062892806447	33.9510148948264
39.39698852791509	33.78324905128344
39.75525149719703	33.61950155459939
40.115416024602546	33.45996259208764
40.47748014131888	33.304822036051476
40.84144219354329	33.1542701525568
41.207300212463	33.008496813906895
41.575041912686366	32.867655114982604
41.94454207772135	32.731500135475606
42.31560705514413	32.59954605114737
42.688042483758245	32.47130373015386
43.06165368735725	32.34628380439353
43.436246304744714	32.223997299527404
43.81162573846666	32.10395476870139
44.1876219618525	31.98573976863891
44.56419922126233	31.86933434376749
44.94136783327508	31.75485717412078
45.31913803571713	31.642426782227385
45.6975202239199	31.532161769368443
46.07652463570978	31.424180815577593
46.456161587665676	31.318602600888465
46.83644123886147	31.215545647829682
47.21737406338108	31.115128636434886
47.5989702990509	31.0174702467377
47.98124018369732	30.92268900126676
48.36419403389925	30.83090358005568
48.74784216623558	30.742232584385622
49.132194897285245	30.656794694290184
49.51726112608192	30.574700714551962
49.90301911693264	30.49588512308205
50.28941697193291	30.42010819723783
50.676401454385434	30.347122811640713
51.06391932759297	30.276681762159573
51.45191743361082	30.208538080920835
51.840342378236706	30.14244448504086
52.22914100352592	30.078153927893567
52.61826015153371	30.015419284100346
53.00764642805784	29.953993349530098
53.39724675390605	29.893629077556707
53.78700781362864	29.834079264049066
54.17687637052832	29.775096783628566
54.56679918790792	29.716434510916617
54.95672310782264	29.657845556792132
55.3466171017833	29.599244238523475
55.73651353707179	29.54100518180407
56.126455963826544	29.48358420616592
56.51648801093847	29.42743728864599
56.90665330729851	29.373020406281338
57.296995324292595	29.32078945735643
57.68755776956415	29.271200340155758
58.078384114499094	29.22470903171631
58.46951798798835	29.181771430322627
58.86100301892285	29.14284351301167
59.252882757441036	29.108381178067948
59.645200753681294	29.07884040252847
60.03800055778211	29.05467708467771
60.43132595613937	29.03634712280018
60.82520687470716	29.024253020978122
61.21954660540235	29.01828846332206
61.61417803539722	29.018066223736827
62.00893318558639	29.023196319789424
62.403644234369594	29.033288375284247
62.79814336014644	29.04795232903577
63.19226266256416	29.066798041105933
63.585839753945656	29.08944537312553
63.978821476346184	29.115716738182932
64.37125610505481	29.14562253160956
64.76319569548114	29.179180236462773
65.15469222428221	29.216407178294922
65.54579790437263	29.25732084016341
65.936564791162	29.301938626373072
66.3270408449293	29.350262033221632
66.71723811480868	29.40214623484189
67.10714896180664	29.457367731608464
67.4967656681771	29.515702000113322
67.88608027991647	29.57692483195845
68.27508515803122	29.64081178248836
68.66377242727029	29.707138564552537
69.05213436988761	29.775680733495474
69.44016311063214	29.846214002166665
69.8278509317578	29.91851400466308
70.21519003676603	29.992356296329216
70.60217262915832	30.067516590014595
70.98879091243602	30.143770598568686
71.37503709010063	30.22089379858347
71.76089887676049	30.298687576226943
72.14611520784258	30.378382675736457
